banco_0;banco_1;banco_2;banco_3;banco_4;banco_5;banco_6;banco_7;banco_8;banco_9;banco_10;banco_11;banco_12;banco_13;banco_14;banco_15;banco_16;banco_17;
12;10;8;10;10;125;10;28;11;8;130;10;17;20;13;18;64;388;
