;periodo;fecham;cod_01;PatEf
503;202103;2021-03-01 00:00:00;17;8.62056E+11
504;202103;2021-03-01 00:00:00;14;2.80465E+11
505;202103;2021-03-01 00:00:00;5;3.40677E+11
506;202103;2021-03-01 00:00:00;13;9.13539E+11
507;202104;2021-04-01 00:00:00;20;3.63481E+11
508;202104;2021-04-01 00:00:00;24;5.02841E+12
509;202104;2021-04-01 00:00:00;17;8.99389E+11
510;202104;2021-04-01 00:00:00;8;3.34663E+12
511;202104;2021-04-01 00:00:00;4;23615884090
512;202104;2021-04-01 00:00:00;16;1.22086E+11
513;202104;2021-04-01 00:00:00;6;8.40268E+11
514;202104;2021-04-01 00:00:00;13;9.14114E+11
515;202104;2021-04-01 00:00:00;15;5.15156E+12
516;202104;2021-04-01 00:00:00;10;9.54853E+11
517;202104;2021-04-01 00:00:00;19;2.96191E+12
518;202104;2021-04-01 00:00:00;5;3.47297E+11
519;202104;2021-04-01 00:00:00;3;3.15298E+12
520;202104;2021-04-01 00:00:00;21;2.18766E+11
521;202104;2021-04-01 00:00:00;23;1.01826E+11
522;202104;2021-04-01 00:00:00;11;26287342028
523;202104;2021-04-01 00:00:00;18;5.08937E+12
524;202104;2021-04-01 00:00:00;14;2.83766E+11
525;202105;2021-05-01 00:00:00;23;1.01913E+11
526;202105;2021-05-01 00:00:00;18;5.1249E+12
527;202105;2021-05-01 00:00:00;6;8.32199E+11
528;202105;2021-05-01 00:00:00;4;23906710912
529;202105;2021-05-01 00:00:00;5;3.49669E+11
530;202105;2021-05-01 00:00:00;15;5.23881E+12
531;202105;2021-05-01 00:00:00;20;3.65167E+11
532;202105;2021-05-01 00:00:00;24;5.05077E+12
533;202105;2021-05-01 00:00:00;14;2.87065E+11
534;202105;2021-05-01 00:00:00;13;9.20765E+11
535;202105;2021-05-01 00:00:00;11;25815732320
536;202105;2021-05-01 00:00:00;10;9.57705E+11
537;202105;2021-05-01 00:00:00;21;2.2316E+11
538;202105;2021-05-01 00:00:00;17;9.14541E+11
539;202105;2021-05-01 00:00:00;16;1.22329E+11
540;202105;2021-05-01 00:00:00;3;3.23727E+12
541;202105;2021-05-01 00:00:00;8;3.37249E+12
542;202105;2021-05-01 00:00:00;19;3.01411E+12
543;202106;2021-06-01 00:00:00;19;2.97614E+12
544;202106;2021-06-01 00:00:00;5;3.48446E+11
545;202106;2021-06-01 00:00:00;3;3.27909E+12
546;202106;2021-06-01 00:00:00;23;94514723607
547;202106;2021-06-01 00:00:00;14;2.92223E+11
548;202106;2021-06-01 00:00:00;11;25532648527
549;202106;2021-06-01 00:00:00;21;2.26126E+11
550;202106;2021-06-01 00:00:00;4;23800561383
551;202106;2021-06-01 00:00:00;18;5.16374E+12
552;202106;2021-06-01 00:00:00;20;3.70893E+11
553;202106;2021-06-01 00:00:00;13;9.19124E+11
554;202106;2021-06-01 00:00:00;6;8.08652E+11
555;202106;2021-06-01 00:00:00;8;3.40206E+12
556;202106;2021-06-01 00:00:00;17;9.18973E+11
557;202106;2021-06-01 00:00:00;15;5.19619E+12
558;202106;2021-06-01 00:00:00;16;1.21752E+11
559;202106;2021-06-01 00:00:00;10;9.52054E+11
560;202106;2021-06-01 00:00:00;24;4.97313E+12
561;202107;2021-07-01 00:00:00;10;9.55399E+11
562;202107;2021-07-01 00:00:00;24;5.01358E+12
563;202107;2021-07-01 00:00:00;18;5.18572E+12
564;202107;2021-07-01 00:00:00;16;1.21767E+11
565;202107;2021-07-01 00:00:00;13;9.26999E+11
566;202107;2021-07-01 00:00:00;5;3.47705E+11
567;202107;2021-07-01 00:00:00;23;94721530978
568;202107;2021-07-01 00:00:00;14;2.90538E+11
569;202107;2021-07-01 00:00:00;8;3.42476E+12
570;202107;2021-07-01 00:00:00;17;9.26418E+11
571;202107;2021-07-01 00:00:00;21;2.28882E+11
572;202107;2021-07-01 00:00:00;19;3.00157E+12
573;202107;2021-07-01 00:00:00;15;5.30874E+12
574;202107;2021-07-01 00:00:00;6;8.02761E+11
575;202107;2021-07-01 00:00:00;4;23690241003
576;202107;2021-07-01 00:00:00;20;3.73903E+11
577;202107;2021-07-01 00:00:00;11;25193671744
578;202107;2021-07-01 00:00:00;3;3.2719E+12
579;202108;2021-08-01 00:00:00;23;94896731991
580;202108;2021-08-01 00:00:00;6;8.0436E+11
581;202108;2021-08-01 00:00:00;18;5.25294E+12
582;202108;2021-08-01 00:00:00;19;3.03675E+12
583;202108;2021-08-01 00:00:00;24;4.97591E+12
584;202108;2021-08-01 00:00:00;5;3.48253E+11
585;202108;2021-08-01 00:00:00;21;2.33024E+11
586;202108;2021-08-01 00:00:00;15;5.43648E+12
587;202108;2021-08-01 00:00:00;20;3.80149E+11
588;202108;2021-08-01 00:00:00;16;1.21861E+11
589;202108;2021-08-01 00:00:00;8;3.43125E+12
590;202108;2021-08-01 00:00:00;4;21936633215
591;202108;2021-08-01 00:00:00;3;3.29909E+12
592;202108;2021-08-01 00:00:00;17;9.40167E+11
593;202108;2021-08-01 00:00:00;11;24910076585
594;202108;2021-08-01 00:00:00;13;9.32329E+11
595;202108;2021-08-01 00:00:00;14;2.91985E+11
596;202108;2021-08-01 00:00:00;10;9.5962E+11
597;202109;2021-09-01 00:00:00;21;2.34507E+11
598;202109;2021-09-01 00:00:00;5;3.52375E+11
599;202109;2021-09-01 00:00:00;11;24677414868
600;202109;2021-09-01 00:00:00;3;3.35181E+12
601;202109;2021-09-01 00:00:00;20;3.85124E+11
602;202109;2021-09-01 00:00:00;18;5.29579E+12
603;202109;2021-09-01 00:00:00;19;3.06183E+12
604;202109;2021-09-01 00:00:00;6;7.78154E+11
605;202109;2021-09-01 00:00:00;13;8.99512E+11
606;202109;2021-09-01 00:00:00;10;9.56376E+11
607;202109;2021-09-01 00:00:00;8;3.51784E+12
608;202109;2021-09-01 00:00:00;16;1.21714E+11
609;202109;2021-09-01 00:00:00;14;2.95864E+11
610;202109;2021-09-01 00:00:00;17;9.42136E+11
611;202109;2021-09-01 00:00:00;4;21772830883
612;202109;2021-09-01 00:00:00;23;91105946489
613;202109;2021-09-01 00:00:00;15;5.56591E+12
614;202109;2021-09-01 00:00:00;24;4.9526E+12
615;202110;2021-10-01 00:00:00;3;3.37702E+12
616;202110;2021-10-01 00:00:00;20;3.86565E+11
617;202110;2021-10-01 00:00:00;15;5.49621E+12
618;202110;2021-10-01 00:00:00;14;2.94369E+11
619;202110;2021-10-01 00:00:00;4;21735406398
620;202110;2021-10-01 00:00:00;21;2.37336E+11
621;202110;2021-10-01 00:00:00;13;9.0111E+11
622;202110;2021-10-01 00:00:00;10;9.61164E+11
623;202110;2021-10-01 00:00:00;24;4.90706E+12
624;202110;2021-10-01 00:00:00;11;24457889655
625;202110;2021-10-01 00:00:00;18;5.35014E+12
626;202110;2021-10-01 00:00:00;8;3.47154E+12
627;202110;2021-10-01 00:00:00;19;3.4974E+12
628;202110;2021-10-01 00:00:00;23;91518440472
629;202110;2021-10-01 00:00:00;6;7.60167E+11
630;202110;2021-10-01 00:00:00;5;3.5345E+11
631;202110;2021-10-01 00:00:00;16;1.21946E+11
632;202110;2021-10-01 00:00:00;17;9.51216E+11
633;202111;2021-11-01 00:00:00;5;3.64079E+11
634;202111;2021-11-01 00:00:00;23;94797779466
635;202111;2021-11-01 00:00:00;21;2.3803E+11
636;202111;2021-11-01 00:00:00;18;5.44213E+12
637;202111;2021-11-01 00:00:00;15;5.67686E+12
638;202111;2021-11-01 00:00:00;4;19948693681
639;202111;2021-11-01 00:00:00;3;3.39101E+12
640;202111;2021-11-01 00:00:00;14;2.96988E+11
641;202111;2021-11-01 00:00:00;8;3.57217E+12
642;202111;2021-11-01 00:00:00;13;9.16874E+11
643;202111;2021-11-01 00:00:00;19;3.99212E+12
644;202111;2021-11-01 00:00:00;24;5.11461E+12
645;202111;2021-11-01 00:00:00;17;9.61087E+11
646;202111;2021-11-01 00:00:00;10;9.74054E+11
647;202111;2021-11-01 00:00:00;20;3.92527E+11
648;202111;2021-11-01 00:00:00;6;8.2056E+11
649;202111;2021-11-01 00:00:00;11;24071284977
650;202111;2021-11-01 00:00:00;16;1.22634E+11
651;202112;2021-12-01 00:00:00;14;2.96702E+11
652;202112;2021-12-01 00:00:00;13;9.14148E+11
653;202112;2021-12-01 00:00:00;16;1.23436E+11
654;202112;2021-12-01 00:00:00;8;3.60739E+12
655;202112;2021-12-01 00:00:00;15;5.84748E+12
656;202112;2021-12-01 00:00:00;6;8.28726E+11
657;202112;2021-12-01 00:00:00;19;4.03648E+12
658;202112;2021-12-01 00:00:00;17;9.63306E+11
659;202112;2021-12-01 00:00:00;10;9.82029E+11
660;202112;2021-12-01 00:00:00;18;5.63435E+12
661;202112;2021-12-01 00:00:00;3;3.41125E+12
662;202112;2021-12-01 00:00:00;20;3.94831E+11
663;202112;2021-12-01 00:00:00;5;3.80785E+11
664;202112;2021-12-01 00:00:00;11;23690507422
665;202112;2021-12-01 00:00:00;24;5.77683E+12
666;202112;2021-12-01 00:00:00;23;95263122595
667;202112;2021-12-01 00:00:00;21;2.36328E+11
668;202201;2022-01-01 00:00:00;6;8.97098E+11
669;202201;2022-01-01 00:00:00;18;5.76406E+12
670;202201;2022-01-01 00:00:00;23;93118196953
671;202201;2022-01-01 00:00:00;11;23646670349
672;202201;2022-01-01 00:00:00;20;4.92225E+11
673;202201;2022-01-01 00:00:00;17;9.77711E+11
674;202201;2022-01-01 00:00:00;10;1.03242E+12
675;202201;2022-01-01 00:00:00;21;2.36675E+11
676;202201;2022-01-01 00:00:00;3;3.3973E+12
677;202201;2022-01-01 00:00:00;14;2.9958E+11
678;202201;2022-01-01 00:00:00;13;9.73888E+11
679;202201;2022-01-01 00:00:00;15;5.90465E+12
680;202201;2022-01-01 00:00:00;19;4.10349E+12
681;202201;2022-01-01 00:00:00;24;6.15373E+12
682;202201;2022-01-01 00:00:00;8;3.65231E+12
683;202201;2022-01-01 00:00:00;5;3.82595E+11
684;202201;2022-01-01 00:00:00;16;1.24389E+11
685;202202;2022-02-01 00:00:00;18;5.82738E+12
686;202202;2022-02-01 00:00:00;20;4.95119E+11
687;202202;2022-02-01 00:00:00;23;95156663961
688;202202;2022-02-01 00:00:00;8;3.55627E+12
689;202202;2022-02-01 00:00:00;14;3.06281E+11
690;202202;2022-02-01 00:00:00;11;23377773156
691;202202;2022-02-01 00:00:00;15;5.80486E+12
692;202202;2022-02-01 00:00:00;17;9.84901E+11
693;202202;2022-02-01 00:00:00;24;6.08269E+12
694;202202;2022-02-01 00:00:00;10;1.04044E+12
695;202202;2022-02-01 00:00:00;21;2.40483E+11
696;202202;2022-02-01 00:00:00;6;9.07929E+11
697;202202;2022-02-01 00:00:00;5;3.82289E+11
698;202202;2022-02-01 00:00:00;16;1.25254E+11
699;202202;2022-02-01 00:00:00;3;3.3743E+12
700;202202;2022-02-01 00:00:00;13;9.69442E+11
701;202202;2022-02-01 00:00:00;19;3.79513E+12
702;202203;2022-03-01 00:00:00;8;3.528E+12
703;202203;2022-03-01 00:00:00;16;1.2618E+11
704;202203;2022-03-01 00:00:00;10;1.05327E+12
705;202203;2022-03-01 00:00:00;23;95493879618
706;202203;2022-03-01 00:00:00;13;9.77861E+11
707;202203;2022-03-01 00:00:00;20;5.0487E+11
708;202203;2022-03-01 00:00:00;18;5.69402E+12
709;202203;2022-03-01 00:00:00;14;3.09605E+11
710;202203;2022-03-01 00:00:00;21;2.42255E+11
711;202203;2022-03-01 00:00:00;3;3.38942E+12
712;202203;2022-03-01 00:00:00;15;5.82333E+12
713;202203;2022-03-01 00:00:00;5;3.85648E+11
714;202203;2022-03-01 00:00:00;24;6.13932E+12
715;202203;2022-03-01 00:00:00;6;9.17804E+11
716;202203;2022-03-01 00:00:00;11;23109958911
717;202203;2022-03-01 00:00:00;17;9.9417E+11
718;202203;2022-03-01 00:00:00;19;3.80822E+12
719;202204;2022-04-01 00:00:00;14;3.20913E+11
720;202204;2022-04-01 00:00:00;24;6.03101E+12
721;202204;2022-04-01 00:00:00;3;3.57541E+12
722;202204;2022-04-01 00:00:00;10;1.04952E+12
723;202204;2022-04-01 00:00:00;13;9.93512E+11
724;202204;2022-04-01 00:00:00;21;2.34719E+11
725;202204;2022-04-01 00:00:00;20;5.1364E+11
726;202204;2022-04-01 00:00:00;19;3.88931E+12
727;202204;2022-04-01 00:00:00;5;3.89134E+11
728;202204;2022-04-01 00:00:00;8;3.53967E+12
729;202204;2022-04-01 00:00:00;15;5.93099E+12
730;202204;2022-04-01 00:00:00;16;1.27081E+11
731;202204;2022-04-01 00:00:00;6;9.28884E+11
732;202204;2022-04-01 00:00:00;18;5.78734E+12
733;202204;2022-04-01 00:00:00;11;22918419225
734;202204;2022-04-01 00:00:00;23;96634804736
735;202204;2022-04-01 00:00:00;17;1.01363E+12
736;202205;2022-05-01 00:00:00;24;6.12817E+12
737;202205;2022-05-01 00:00:00;20;5.21041E+11
738;202205;2022-05-01 00:00:00;10;1.06625E+12
739;202205;2022-05-01 00:00:00;18;5.91291E+12
740;202205;2022-05-01 00:00:00;23;99055941294
741;202205;2022-05-01 00:00:00;15;5.95581E+12
742;202205;2022-05-01 00:00:00;13;1.04255E+12
743;202205;2022-05-01 00:00:00;14;3.25767E+11
744;202205;2022-05-01 00:00:00;11;22704610670
745;202205;2022-05-01 00:00:00;8;3.5961E+12
746;202205;2022-05-01 00:00:00;5;3.93529E+11
747;202205;2022-05-01 00:00:00;21;2.35897E+11
748;202205;2022-05-01 00:00:00;19;3.94742E+12
749;202205;2022-05-01 00:00:00;3;3.61908E+12
750;202205;2022-05-01 00:00:00;16;1.28128E+11
751;202205;2022-05-01 00:00:00;6;9.13219E+11
752;202205;2022-05-01 00:00:00;17;1.02138E+12
753;202206;2022-06-01 00:00:00;17;1.01559E+12
754;202206;2022-06-01 00:00:00;18;5.9957E+12
755;202206;2022-06-01 00:00:00;11;22594420570
756;202206;2022-06-01 00:00:00;21;2.36555E+11
757;202206;2022-06-01 00:00:00;8;3.57891E+12
758;202206;2022-06-01 00:00:00;3;3.63317E+12
759;202206;2022-06-01 00:00:00;20;5.24594E+11
760;202206;2022-06-01 00:00:00;5;3.97761E+11
761;202206;2022-06-01 00:00:00;6;9.19781E+11
762;202206;2022-06-01 00:00:00;23;1.0006E+11
763;202206;2022-06-01 00:00:00;24;6.21406E+12
764;202206;2022-06-01 00:00:00;15;6.1018E+12
765;202206;2022-06-01 00:00:00;16;1.28319E+11
766;202206;2022-06-01 00:00:00;13;1.05312E+12
767;202206;2022-06-01 00:00:00;10;1.07628E+12
768;202206;2022-06-01 00:00:00;19;3.98989E+12
769;202206;2022-06-01 00:00:00;14;3.33937E+11
770;202207;2022-07-01 00:00:00;8;3.60716E+12
771;202207;2022-07-01 00:00:00;16;1.28254E+11
772;202207;2022-07-01 00:00:00;18;6.01803E+12
773;202207;2022-07-01 00:00:00;19;3.95611E+12
774;202207;2022-07-01 00:00:00;13;1.05882E+12
775;202207;2022-07-01 00:00:00;21;2.38922E+11
776;202207;2022-07-01 00:00:00;5;3.96422E+11
777;202207;2022-07-01 00:00:00;6;9.26515E+11
778;202207;2022-07-01 00:00:00;17;1.02684E+12
779;202207;2022-07-01 00:00:00;3;3.65046E+12
780;202207;2022-07-01 00:00:00;11;22269495652
781;202207;2022-07-01 00:00:00;20;5.26312E+11
782;202207;2022-07-01 00:00:00;23;1.02344E+11
783;202207;2022-07-01 00:00:00;24;6.10543E+12
784;202207;2022-07-01 00:00:00;14;3.41908E+11
785;202207;2022-07-01 00:00:00;10;1.08707E+12
786;202207;2022-07-01 00:00:00;15;6.0594E+12
787;202208;2022-08-01 00:00:00;13;1.07936E+12
788;202208;2022-08-01 00:00:00;20;5.3312E+11
789;202208;2022-08-01 00:00:00;10;1.10407E+12
790;202208;2022-08-01 00:00:00;23;1.02255E+11
791;202208;2022-08-01 00:00:00;11;22167908966
792;202208;2022-08-01 00:00:00;5;4.07408E+11
793;202208;2022-08-01 00:00:00;16;1.28867E+11
794;202208;2022-08-01 00:00:00;6;9.3158E+11
795;202208;2022-08-01 00:00:00;21;2.3696E+11
796;202208;2022-08-01 00:00:00;18;6.17589E+12
797;202208;2022-08-01 00:00:00;24;6.31818E+12
798;202208;2022-08-01 00:00:00;8;3.78977E+12
799;202208;2022-08-01 00:00:00;14;3.4361E+11
800;202208;2022-08-01 00:00:00;3;3.69902E+12
801;202208;2022-08-01 00:00:00;19;4.00861E+12
802;202208;2022-08-01 00:00:00;15;6.14572E+12
803;202208;2022-08-01 00:00:00;17;1.02092E+12
