banco_0;banco_1;banco_2;banco_3;banco_4;banco_5;banco_6;banco_7;banco_8;banco_9;banco_10;banco_11;banco_12;banco_13;banco_14;banco_15;banco_16;banco_17;
30566574;2171133;24556101;24372971;37125566;19018;6555376;401730;33460744;22446552;212421;6596514;4569222;974775;4563970;1461319;191602;7067;
