Columna1;periodo;fecham;cod_01;PatEf
503;202002;2020-02-01 00:00:00;10;8,41439E+11
504;201912;2019-12-01 00:00:00;10;8,34064E+11
505;202008;2020-08-01 00:00:00;10;9,07775E+11
506;202011;2020-11-01 00:00:00;10;9,20685E+11
507;202005;2020-05-01 00:00:00;10;8,8234E+11
508;202006;2020-06-01 00:00:00;10;9,11641E+11
509;202106;2021-06-01 00:00:00;10;9,52054E+11
510;201904;2019-04-01 00:00:00;10;7,76187E+11
511;202206;2022-06-01 00:00:00;10;1,07628E+12
512;202111;2021-11-01 00:00:00;10;9,74054E+11
513;202104;2021-04-01 00:00:00;10;9,54853E+11
514;202012;2020-12-01 00:00:00;10;9,26896E+11
515;202110;2021-10-01 00:00:00;10;9,61164E+11
516;202208;2022-08-01 00:00:00;10;1,10407E+12
517;202009;2020-09-01 00:00:00;10;9,07494E+11
518;202204;2022-04-01 00:00:00;10;1,04952E+12
519;201812;2018-12-01 00:00:00;10;7,7477E+11
520;202010;2020-10-01 00:00:00;10;9,13383E+11
521;202101;2021-01-01 00:00:00;10;9,32253E+11
522;201901;2019-01-01 00:00:00;10;7,81743E+11
523;202203;2022-03-01 00:00:00;10;1,05397E+12
524;202205;2022-05-01 00:00:00;10;1,06625E+12
525;201906;2019-06-01 00:00:00;10;7,89139E+11
526;202004;2020-04-01 00:00:00;10;8,48685E+11
527;202207;2022-07-01 00:00:00;10;1,08707E+12
528;202105;2021-05-01 00:00:00;10;9,57705E+11
529;202109;2021-09-01 00:00:00;10;9,56376E+11
530;202112;2021-12-01 00:00:00;10;9,82029E+11
531;202108;2021-08-01 00:00:00;10;9,5962E+11
532;201905;2019-05-01 00:00:00;10;7,80321E+11
533;202007;2020-07-01 00:00:00;10;9,14549E+11
534;201911;2019-11-01 00:00:00;17;7,1469E+11
535;202202;2022-02-01 00:00:00;17;9,84901E+11
536;201812;2018-12-01 00:00:00;17;6,42858E+11
537;202009;2020-09-01 00:00:00;17;7,97909E+11
538;202008;2020-08-01 00:00:00;17;7,90148E+11
539;201906;2019-06-01 00:00:00;17;6,78386E+11
540;202205;2022-05-01 00:00:00;17;1,02138E+12
541;202206;2022-06-01 00:00:00;17;1,01559E+12
542;202103;2021-03-01 00:00:00;17;8,62056E+11
543;201910;2019-10-01 00:00:00;17;7,07348E+11
544;202004;2020-04-01 00:00:00;17;7,41506E+11
545;202204;2022-04-01 00:00:00;17;1,01363E+12
546;202003;2020-03-01 00:00:00;17;7,33589E+11
547;202011;2020-11-01 00:00:00;17;8,22271E+11
548;202001;2020-01-01 00:00:00;17;7,23213E+11
549;202102;2021-02-01 00:00:00;17;8,54441E+11
550;202208;2022-08-01 00:00:00;17;1,02092E+12
551;201905;2019-05-01 00:00:00;17;6,7012E+11
552;201909;2019-09-01 00:00:00;17;7,04127E+11
553;202110;2021-10-01 00:00:00;17;9,51216E+11
554;202005;2020-05-01 00:00:00;17;7,52774E+11
555;202007;2020-07-01 00:00:00;17;7,55747E+11
556;201904;2019-04-01 00:00:00;17;6,5802E+11
557;202106;2021-06-01 00:00:00;17;9,18973E+11
558;201908;2019-08-01 00:00:00;17;6,96563E+11
559;202101;2021-01-01 00:00:00;17;8,41095E+11
560;202109;2021-09-01 00:00:00;17;9,42136E+11
561;202107;2021-07-01 00:00:00;17;9,26418E+11
562;202104;2021-04-01 00:00:00;17;8,99389E+11
563;202006;2020-06-01 00:00:00;17;7,52464E+11
564;202112;2021-12-01 00:00:00;17;9,63306E+11
565;202108;2021-08-01 00:00:00;17;9,40167E+11
566;202201;2022-01-01 00:00:00;17;9,77711E+11
567;202002;2020-02-01 00:00:00;17;7,29287E+11
568;202012;2020-12-01 00:00:00;17;8,28323E+11
569;201903;2019-03-01 00:00:00;17;6,69049E+11
570;202010;2020-10-01 00:00:00;17;8,10697E+11
571;201912;2019-12-01 00:00:00;17;7,15242E+11
572;202111;2021-11-01 00:00:00;17;9,61087E+11
573;202207;2022-07-01 00:00:00;17;1,02684E+12
574;201901;2019-01-01 00:00:00;17;6,49368E+11
575;201907;2019-07-01 00:00:00;17;6,86589E+11
576;201902;2019-02-01 00:00:00;17;6,57358E+11
577;202203;2022-03-01 00:00:00;17;9,9417E+11
578;202105;2021-05-01 00:00:00;17;9,14541E+11
579;201911;2019-11-01 00:00:00;21;1,99406E+11
580;201905;2019-05-01 00:00:00;21;1,90131E+11
581;202110;2021-10-01 00:00:00;21;2,37336E+11
582;201903;2019-03-01 00:00:00;21;1,85398E+11
583;202207;2022-07-01 00:00:00;21;2,38442E+11
584;202010;2020-10-01 00:00:00;21;1,96075E+11
585;202206;2022-06-01 00:00:00;21;2,3603E+11
586;202001;2020-01-01 00:00:00;21;1,99635E+11
587;201907;2019-07-01 00:00:00;21;1,93188E+11
588;201910;2019-10-01 00:00:00;21;1,97873E+11
589;201912;2019-12-01 00:00:00;21;1,97147E+11
590;201908;2019-08-01 00:00:00;21;1,95299E+11
591;202011;2020-11-01 00:00:00;21;1,99127E+11
592;202202;2022-02-01 00:00:00;21;2,41878E+11
593;202003;2020-03-01 00:00:00;21;1,83677E+11
594;202106;2021-06-01 00:00:00;21;2,26126E+11
595;202104;2021-04-01 00:00:00;21;2,18766E+11
596;202101;2021-01-01 00:00:00;21;2,13301E+11
597;202111;2021-11-01 00:00:00;21;2,3803E+11
598;201909;2019-09-01 00:00:00;21;1,9756E+11
599;202107;2021-07-01 00:00:00;21;2,28882E+11
600;202109;2021-09-01 00:00:00;21;2,34507E+11
601;202005;2020-05-01 00:00:00;21;1,80607E+11
602;201901;2019-01-01 00:00:00;21;2,08149E+11
603;202002;2020-02-01 00:00:00;21;2,0095E+11
604;202204;2022-04-01 00:00:00;21;2,36879E+11
605;202006;2020-06-01 00:00:00;21;1,78841E+11
606;202008;2020-08-01 00:00:00;21;1,86143E+11
607;201906;2019-06-01 00:00:00;21;1,91479E+11
608;202103;2021-03-01 00:00:00;21;2,2004E+11
609;202007;2020-07-01 00:00:00;21;1,79423E+11
610;202012;2020-12-01 00:00:00;21;2,06963E+11
611;201812;2018-12-01 00:00:00;21;2,05456E+11
612;202102;2021-02-01 00:00:00;21;2,16891E+11
613;202004;2020-04-01 00:00:00;21;1,80288E+11
614;202009;2020-09-01 00:00:00;21;1,89989E+11
615;202105;2021-05-01 00:00:00;21;2,2316E+11
616;202201;2022-01-01 00:00:00;21;2,37334E+11
617;202205;2022-05-01 00:00:00;21;2,35349E+11
618;202203;2022-03-01 00:00:00;21;2,43736E+11
619;202208;2022-08-01 00:00:00;21;2,36428E+11
620;202112;2021-12-01 00:00:00;21;2,33501E+11
621;201904;2019-04-01 00:00:00;21;1,88058E+11
622;202108;2021-08-01 00:00:00;21;2,33024E+11
623;201902;2019-02-01 00:00:00;21;2,09063E+11
624;201904;2019-04-01 00:00:00;6;6,74206E+11
625;201903;2019-03-01 00:00:00;6;6,71301E+11
626;202202;2022-02-01 00:00:00;6;9,07929E+11
627;202203;2022-03-01 00:00:00;6;9,17804E+11
628;202101;2021-01-01 00:00:00;6;8,55209E+11
629;202010;2020-10-01 00:00:00;6;8,06739E+11
630;201909;2019-09-01 00:00:00;6;7,00639E+11
631;201812;2018-12-01 00:00:00;6;5,88371E+11
632;201908;2019-08-01 00:00:00;6;6,96321E+11
633;202102;2021-02-01 00:00:00;6;8,56019E+11
634;201905;2019-05-01 00:00:00;6;6,72677E+11
635;202111;2021-11-01 00:00:00;6;8,2056E+11
636;202009;2020-09-01 00:00:00;6;7,97608E+11
637;202002;2020-02-01 00:00:00;6;7,1546E+11
638;202004;2020-04-01 00:00:00;6;6,78938E+11
639;202005;2020-05-01 00:00:00;6;7,19628E+11
640;202109;2021-09-01 00:00:00;6;7,78154E+11
641;202208;2022-08-01 00:00:00;6;9,3158E+11
642;202205;2022-05-01 00:00:00;6;9,13219E+11
643;202103;2021-03-01 00:00:00;6;8,4848E+11
644;202206;2022-06-01 00:00:00;6;9,19781E+11
645;202107;2021-07-01 00:00:00;6;8,02761E+11
646;202012;2020-12-01 00:00:00;6;8,43727E+11
647;202104;2021-04-01 00:00:00;6;8,40268E+11
648;202108;2021-08-01 00:00:00;6;8,0436E+11
649;201910;2019-10-01 00:00:00;6;6,96376E+11
650;202007;2020-07-01 00:00:00;6;7,8453E+11
651;202201;2022-01-01 00:00:00;6;8,97098E+11
652;202106;2021-06-01 00:00:00;6;8,08652E+11
653;202011;2020-11-01 00:00:00;6;8,2639E+11
654;202204;2022-04-01 00:00:00;6;9,28884E+11
655;202003;2020-03-01 00:00:00;6;6,66561E+11
656;201907;2019-07-01 00:00:00;6;6,91619E+11
657;202001;2020-01-01 00:00:00;6;7,25045E+11
658;201906;2019-06-01 00:00:00;6;6,83597E+11
659;202008;2020-08-01 00:00:00;6;7,99896E+11
660;202207;2022-07-01 00:00:00;6;9,26515E+11
661;202105;2021-05-01 00:00:00;6;8,32199E+11
662;201902;2019-02-01 00:00:00;6;6,60265E+11
663;202006;2020-06-01 00:00:00;6;7,28661E+11
664;201911;2019-11-01 00:00:00;6;6,85347E+11
665;201901;2019-01-01 00:00:00;6;6,00193E+11
666;202112;2021-12-01 00:00:00;6;8,28726E+11
667;201912;2019-12-01 00:00:00;6;6,9155E+11
668;202110;2021-10-01 00:00:00;6;7,60167E+11
669;201911;2019-11-01 00:00:00;20;2,65609E+11
670;201901;2019-01-01 00:00:00;20;2,32833E+11
671;201909;2019-09-01 00:00:00;20;2,58495E+11
672;202009;2020-09-01 00:00:00;20;3,36532E+11
673;202004;2020-04-01 00:00:00;20;3,2785E+11
674;202101;2021-01-01 00:00:00;20;3,47411E+11
675;202108;2021-08-01 00:00:00;20;3,80149E+11
676;201908;2019-08-01 00:00:00;20;2,55933E+11
677;202007;2020-07-01 00:00:00;20;3,30971E+11
678;201906;2019-06-01 00:00:00;20;2,48254E+11
679;201903;2019-03-01 00:00:00;20;2,3602E+11
680;201902;2019-02-01 00:00:00;20;2,34617E+11
681;202003;2020-03-01 00:00:00;20;3,2528E+11
682;202001;2020-01-01 00:00:00;20;2,72848E+11
683;202111;2021-11-01 00:00:00;20;3,92527E+11
684;202104;2021-04-01 00:00:00;20;3,63481E+11
685;202204;2022-04-01 00:00:00;20;5,1364E+11
686;202102;2021-02-01 00:00:00;20;3,53002E+11
687;201904;2019-04-01 00:00:00;20;2,39325E+11
688;202207;2022-07-01 00:00:00;20;5,26312E+11
689;202109;2021-09-01 00:00:00;20;3,85124E+11
690;201812;2018-12-01 00:00:00;20;1,60263E+11
691;202103;2021-03-01 00:00:00;20;3,56888E+11
692;201910;2019-10-01 00:00:00;20;2,63267E+11
693;202006;2020-06-01 00:00:00;20;3,28485E+11
694;202205;2022-05-01 00:00:00;20;5,21041E+11
695;202011;2020-11-01 00:00:00;20;3,41269E+11
696;202012;2020-12-01 00:00:00;20;3,42732E+11
697;202201;2022-01-01 00:00:00;20;4,92225E+11
698;202106;2021-06-01 00:00:00;20;3,70893E+11
699;202202;2022-02-01 00:00:00;20;4,95119E+11
700;202005;2020-05-01 00:00:00;20;3,26684E+11
701;202203;2022-03-01 00:00:00;20;5,0487E+11
702;201912;2019-12-01 00:00:00;20;2,68343E+11
703;202008;2020-08-01 00:00:00;20;3,34333E+11
704;202107;2021-07-01 00:00:00;20;3,73903E+11
705;202206;2022-06-01 00:00:00;20;5,24594E+11
706;201905;2019-05-01 00:00:00;20;2,42871E+11
707;201907;2019-07-01 00:00:00;20;2,52126E+11
708;202105;2021-05-01 00:00:00;20;3,65167E+11
709;202002;2020-02-01 00:00:00;20;3,25591E+11
710;202010;2020-10-01 00:00:00;20;3,38126E+11
711;202112;2021-12-01 00:00:00;20;3,94831E+11
712;202110;2021-10-01 00:00:00;20;3,86565E+11
713;201907;2019-07-01 00:00:00;16;1,25381E+11
714;201905;2019-05-01 00:00:00;16;1,25378E+11
715;202003;2020-03-01 00:00:00;16;1,25338E+11
716;202203;2022-03-01 00:00:00;16;1,2618E+11
717;201903;2019-03-01 00:00:00;16;1,25037E+11
718;202002;2020-02-01 00:00:00;16;1,25463E+11
719;202011;2020-11-01 00:00:00;16;1,22009E+11
720;202005;2020-05-01 00:00:00;16;1,23644E+11
721;202207;2022-07-01 00:00:00;16;1,28254E+11
722;202107;2021-07-01 00:00:00;16;1,21767E+11
723;202004;2020-04-01 00:00:00;16;1,24938E+11
724;202105;2021-05-01 00:00:00;16;1,22329E+11
725;201910;2019-10-01 00:00:00;16;1,25123E+11
726;201902;2019-02-01 00:00:00;16;1,25021E+11
727;202112;2021-12-01 00:00:00;16;1,23436E+11
728;201911;2019-11-01 00:00:00;16;1,25436E+11
729;201909;2019-09-01 00:00:00;16;1,25567E+11
730;202109;2021-09-01 00:00:00;16;1,21714E+11
731;202009;2020-09-01 00:00:00;16;1,24667E+11
732;202202;2022-02-01 00:00:00;16;1,25254E+11
733;201901;2019-01-01 00:00:00;16;1,24546E+11
734;202010;2020-10-01 00:00:00;16;1,24921E+11
735;202106;2021-06-01 00:00:00;16;1,21752E+11
736;202111;2021-11-01 00:00:00;16;1,22634E+11
737;202008;2020-08-01 00:00:00;16;1,23923E+11
738;202201;2022-01-01 00:00:00;16;1,24389E+11
739;202001;2020-01-01 00:00:00;16;1,25176E+11
740;202108;2021-08-01 00:00:00;16;1,21861E+11
741;202101;2021-01-01 00:00:00;16;1,21947E+11
742;202006;2020-06-01 00:00:00;16;1,23632E+11
743;201906;2019-06-01 00:00:00;16;1,25618E+11
744;202208;2022-08-01 00:00:00;16;1,28867E+11
745;202007;2020-07-01 00:00:00;16;1,23856E+11
746;202012;2020-12-01 00:00:00;16;1,21949E+11
747;202110;2021-10-01 00:00:00;16;1,21946E+11
748;202104;2021-04-01 00:00:00;16;1,22086E+11
749;202103;2021-03-01 00:00:00;16;1,22188E+11
750;201912;2019-12-01 00:00:00;16;1,25324E+11
751;201908;2019-08-01 00:00:00;16;1,25677E+11
752;202204;2022-04-01 00:00:00;16;1,27081E+11
753;201812;2018-12-01 00:00:00;16;1,24901E+11
754;202102;2021-02-01 00:00:00;16;1,22239E+11
755;202206;2022-06-01 00:00:00;16;1,28319E+11
756;202205;2022-05-01 00:00:00;16;1,28128E+11
757;201904;2019-04-01 00:00:00;16;1,25243E+11
758;201903;2019-03-01 00:00:00;11;33541346149
759;202105;2021-05-01 00:00:00;11;25815732320
760;202010;2020-10-01 00:00:00;11;28311173688
761;201904;2019-04-01 00:00:00;11;33319037881
762;201909;2019-09-01 00:00:00;11;32590839200
763;201907;2019-07-01 00:00:00;11;32991450941
764;202012;2020-12-01 00:00:00;11;27425437574
765;201906;2019-06-01 00:00:00;11;32987096568
766;202004;2020-04-01 00:00:00;11;29971145764
767;201902;2019-02-01 00:00:00;11;33579107720
768;201912;2019-12-01 00:00:00;11;31128198360
769;202001;2020-01-01 00:00:00;11;30846962068
770;202006;2020-06-01 00:00:00;11;29341000499
771;202112;2021-12-01 00:00:00;11;23690507422
772;202204;2022-04-01 00:00:00;11;22918419225
773;202002;2020-02-01 00:00:00;11;30448679820
774;202201;2022-01-01 00:00:00;11;23646670349
775;202003;2020-03-01 00:00:00;11;30278491869
776;202208;2022-08-01 00:00:00;11;22167908966
777;202206;2022-06-01 00:00:00;11;22594420570
778;201901;2019-01-01 00:00:00;11;33977107531
779;201908;2019-08-01 00:00:00;11;32834664715
780;202108;2021-08-01 00:00:00;11;24910076585
781;202007;2020-07-01 00:00:00;11;28916597018
782;201812;2018-12-01 00:00:00;11;34792185946
783;202011;2020-11-01 00:00:00;11;27986214151
784;202106;2021-06-01 00:00:00;11;25532648527
785;202103;2021-03-01 00:00:00;11;26627602813
786;202009;2020-09-01 00:00:00;11;28360557681
787;201911;2019-11-01 00:00:00;11;31481274758
788;202205;2022-05-01 00:00:00;11;22704610670
789;202104;2021-04-01 00:00:00;11;26287342028
790;202207;2022-07-01 00:00:00;11;22269495652
791;201910;2019-10-01 00:00:00;11;32316886171
792;202008;2020-08-01 00:00:00;11;28699898000
793;202111;2021-11-01 00:00:00;11;24071284977
794;202101;2021-01-01 00:00:00;11;27213943640
795;201905;2019-05-01 00:00:00;11;33327324004
796;202110;2021-10-01 00:00:00;11;24457889655
797;202005;2020-05-01 00:00:00;11;29655129880
798;202109;2021-09-01 00:00:00;11;24677414868
799;202107;2021-07-01 00:00:00;11;25193671744
800;202203;2022-03-01 00:00:00;11;23109958911
801;202102;2021-02-01 00:00:00;11;26929566042
802;202202;2022-02-01 00:00:00;11;23377773156
