banco_0;banco_1;banco_2;banco_3;banco_4;banco_5;banco_6;banco_7;banco_8;banco_9;banco_10;banco_11;banco_12;banco_13;banco_14;banco_15;banco_16;banco_17;
0.166082151;0.012091893;0.107030582;0.109853176;0.169248912;0.000808286;0.030644699;0.003765113;0.17511542;0.103651514;0.009431633;0.031554958;0.028199163;0.007045794;0.028723573;0.01166787;0.004151598;0.000933663;
