banco_0;banco_1;banco_2;banco_3;banco_4;banco_5;banco_6;banco_7;banco_8;banco_9;banco_10;banco_11;banco_12;banco_13;banco_14;banco_15;banco_16;banco_17;
16;16;13;13;13;125;14;28;15;14;130;14;18;21;18;23;64;388;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
