banco_0;banco_1;banco_2;banco_3;banco_4;banco_5;banco_6;banco_7;banco_8;banco_9;banco_10;banco_11;banco_12;banco_13;banco_14;banco_15;banco_16;banco_17;
8;6;4;7;7;70;7;8;7;5;29;8;11;13;10;14;46;63;
