0;0;162025;117508;218714;0;54378;0;13363;214128;0;48822;2248;4351;0;0;0;0
0;0;0;0;0;0;14534;0;0;0;0;0;0;0;0;0;0;0
198387;3447;0;237943;111964;0;356394;0;119855;438429;0;206582;10271;0;165534;0;0;0
2705;0;1428;0;10665;0;4465;0;2552;22426;0;8834;0;0;19458;0;0;0
119064;6525;270869;218329;0;0;21233;0;166617;11855;0;36703;72366;2216;4387;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;0;0;0;0;0;0;0;207;0;0;2;0;0;0;0;0;0
0;0;0;9999;0;0;0;0;0;14648;0;0;0;0;0;0;0;0
170;0;13181;48;30;0;6;0;0;173;0;145;270;198;0;0;0;0
193352;0;172287;90699;69700;0;0;0;55006;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;25;13230;4355;235;0;47;0;201;724;0;0;2404;32722;1430;3553;0;0
19431;0;17464;15485;24969;0;36654;0;2948;29550;0;9129;0;615;12604;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;5420;4828;9398;1486;0;4297;0;0;1228;0;11408;0;22093;0;15162;0;0
10424;0;0;0;0;0;0;0;0;0;0;0;0;8092;156;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1537;0;5234;0;22033;0;0;0;0;0;0;0;0;0;0;0;0;0
